"State","DivisionId","DivisionAb","DivisionName","PartyAb","CandidateSurname","Votes"
"VIC",210,"DUNK","Dunkley","AJP","AJP_DUNK",2614
"VIC",210,"DUNK","Dunkley","RUA","RUA_DUNK",580
"VIC",210,"DUNK","Dunkley","AUC","AUC_DUNK",561
"VIC",210,"DUNK","Dunkley","ARTS","ARTS_DUNK",439
"VIC",210,"DUNK","Dunkley","DHJP","DHJP_DUNK",4529
"VIC",211,"FLIN","Flinders","","Informal",3840
"VIC",211,"FLIN","Flinders","IND","LEWIS",2306
"VIC",211,"FLIN","Flinders","IND","TOSCANO",167
"VIC",211,"FLIN","Flinders","ALP","ALP_FLIN",25091
"VIC",211,"FLIN","Flinders","LP","LP_FLIN",46016
"VIC",211,"FLIN","Flinders","GRN","GRN_FLIN",10017
"VIC",211,"FLIN","Flinders","FFP","FFP_FLIN",226
"VIC",211,"FLIN","Flinders","LDP","LDP_FLIN",203
"VIC",211,"FLIN","Flinders","AJP","AJP_FLIN",3492
"VIC",211,"FLIN","Flinders","RUA","RUA_FLIN",2398
"VIC",211,"FLIN","Flinders","AUC","AUC_FLIN",116
"VIC",211,"FLIN","Flinders","ARTS","ARTS_FLIN",103
"VIC",211,"FLIN","Flinders","DHJP","DHJP_FLIN",981
"VIC",321,"FRAS","Fraser","","Informal",5343
"VIC",321,"FRAS","Fraser","IND","TRAN",1321
"VIC",321,"FRAS","Fraser","IND","LAKKIS",1090
"VIC",321,"FRAS","Fraser","IND","CUMMING",1023
"VIC",321,"FRAS","Fraser","ALP","ALP_FRAS",52214
"VIC",321,"FRAS","Fraser","LP","LP_FRAS",22652
"VIC",321,"FRAS","Fraser","GRN","GRN_FRAS",8709
"VIC",321,"FRAS","Fraser","AJP","AJP_FRAS",1600
"VIC",321,"FRAS","Fraser","AUC","AUC_FRAS",627
"VIC",212,"GELL","Gellibrand","","Informal",3650
"VIC",212,"GELL","Gellibrand","IND","TRAN",2801
"VIC",212,"GELL","Gellibrand","ALP","ALP_GELL",41456
"VIC",212,"GELL","Gellibrand","LP","LP_GELL",26715
"VIC",212,"GELL","Gellibrand","GRN","GRN_GELL",16996
"VIC",212,"GELL","Gellibrand","AFN","AFN_GELL",704
"VIC",212,"GELL","Gellibrand","RUA","RUA_GELL",1005
"VIC",213,"GIPP","Gippsland","","Informal",6639
"VIC",213,"GIPP","Gippsland","IND","McGOWAN",0
"VIC",213,"GIPP","Gippsland","IND","LAPPIN",0
"VIC",213,"GIPP","Gippsland","IND","DYER",0
"VIC",213,"GIPP","Gippsland","IND","SINDT",1379
"VIC",213,"GIPP","Gippsland","IND","SMITH",1577
"VIC",213,"GIPP","Gippsland","ALP","ALP_GIPP",18213
"VIC",213,"GIPP","Gippsland","LP","LP_GIPP",279
"VIC",213,"GIPP","Gippsland","NP","NP_GIPP",50308
"VIC",213,"GIPP","Gippsland","GRN","GRN_GIPP",7056
"VIC",213,"GIPP","Gippsland","FFP","FFP_GIPP",3100
"VIC",213,"GIPP","Gippsland","LDP","LDP_GIPP",4465
"VIC",213,"GIPP","Gippsland","AJP","AJP_GIPP",29
"VIC",213,"GIPP","Gippsland","CYA","CYA_GIPP",0
"VIC",213,"GIPP","Gippsland","RUA","RUA_GIPP",1545
"VIC",213,"GIPP","Gippsland","AUC","AUC_GIPP",763
"VIC",213,"GIPP","Gippsland","REP","REP_GIPP",1384
"VIC",214,"GOLD","Goldstein","","Informal",2363
"VIC",214,"GOLD","Goldstein","GRN","HERCUS",14871
"VIC",214,"GOLD","Goldstein","AJP","CHELLAPPAH",2222
"VIC",214,"GOLD","Goldstein","ALP","COOTE",20466
"VIC",214,"GOLD","Goldstein","LP","WILSON",52694
"VIC",214,"GOLD","Goldstein","FFP","BISHOP",1549
"VIC",214,"GOLD","Goldstein","DRF","KAVANAGH",1738
"VIC",309,"GORT","Gorton","","Informal",4442
"VIC",309,"GORT","Gorton","ALP","ALP_GORT",51159
"VIC",309,"GORT","Gorton","LP","LP_GORT",24028
"VIC",309,"GORT","Gorton","GRN","GRN_GORT",8350
"VIC",215,"HIGG","Higgins","","Informal",3611
"VIC",215,"HIGG","Higgins","ALP","ALP_HIGG",15301
"VIC",215,"HIGG","Higgins","LP","LP_HIGG",47749
"VIC",215,"HIGG","Higgins","GRN","GRN_HIGG",22396
"VIC",215,"HIGG","Higgins","FFP","FFP_HIGG",135
"VIC",215,"HIGG","Higgins","LDP","LDP_HIGG",1052
"VIC",215,"HIGG","Higgins","AJP","AJP_HIGG",1454
"VIC",215,"HIGG","Higgins","RUA","RUA_HIGG",144
"VIC",215,"HIGG","Higgins","AEQ","AEQ_HIGG",1198
"VIC",215,"HIGG","Higgins","XEN","XEN_HIGG",1932
"VIC",215,"HIGG","Higgins","DHJP","DHJP_HIGG",1216
"VIC",216,"HOLT","Holt","","Informal",4216
"VIC",216,"HOLT","Holt","IND","LEWIS",298
"VIC",216,"HOLT","Holt","ALP","ALP_HOLT",39920
"VIC",216,"HOLT","Holt","LP","LP_HOLT",27610
"VIC",216,"HOLT","Holt","GRN","GRN_HOLT",5336
"VIC",216,"HOLT","Holt","ASP","ASP_HOLT",103
"VIC",216,"HOLT","Holt","FFP","FFP_HOLT",3902
"VIC",216,"HOLT","Holt","LDP","LDP_HOLT",108
"VIC",216,"HOLT","Holt","ASXP","ASXP_HOLT",144
"VIC",216,"HOLT","Holt","AJP","AJP_HOLT",620
"VIC",216,"HOLT","Holt","RUA","RUA_HOLT",3414
"VIC",216,"HOLT","Holt","DHJP","DHJP_HOLT",329
"VIC",217,"HOTH","Hotham","","Informal",3822
"VIC",217,"HOTH","Hotham","ALP","ALP_HOTH",40481
"VIC",217,"HOTH","Hotham","LP","LP_HOTH",37901
"VIC",217,"HOTH","Hotham","GRN","GRN_HOTH",8511
"VIC",217,"HOTH","Hotham","FFP","FFP_HOTH",2468
"VIC",217,"HOTH","Hotham","AJP","AJP_HOTH",2313
"VIC",217,"HOTH","Hotham","RUA","RUA_HOTH",1490
"VIC",217,"HOTH","Hotham","DRF","DRF_HOTH",494
"VIC",217,"HOTH","Hotham","REP","REP_HOTH",301
"VIC",218,"INDI","Indi","","Informal",6555
"VIC",218,"INDI","Indi","IND","McGOWAN",31125
"VIC",218,"INDI","Indi","IND","SUMMER",110
"VIC",218,"INDI","Indi","IND","LAPPIN",1746
"VIC",218,"INDI","Indi","IND","DYER",459
"VIC",218,"INDI","Indi","IND","CHARLETON",0
"VIC",218,"INDI","Indi","IND","BOCK",118
"VIC",218,"INDI","Indi","IND","SINDT",0
"VIC",218,"INDI","Indi","IND","HICKS",33
"VIC",218,"INDI","Indi","IND","SMITH",0
"VIC",218,"INDI","Indi","IND","TEASDALE",41
"VIC",218,"INDI","Indi","IND","LEE",0
"VIC",218,"INDI","Indi","ALP","ALP_INDI",9369
"VIC",218,"INDI","Indi","LP","LP_INDI",25895
"VIC",218,"INDI","Indi","NP","NP_INDI",16535
"VIC",218,"INDI","Indi","GRN","GRN_INDI",3692
"VIC",218,"INDI","Indi","CEC","CEC_INDI",10
"VIC",218,"INDI","Indi","FFP","FFP_INDI",0
"VIC",218,"INDI","Indi","LDP","LDP_INDI",879
"VIC",218,"INDI","Indi","AJP","AJP_INDI",0
"VIC",218,"INDI","Indi","CYA","CYA_INDI",1953
"VIC",218,"INDI","Indi","RUA","RUA_INDI",1186
"VIC",218,"INDI","Indi","AUC","AUC_INDI",0
"VIC",218,"INDI","Indi","REP","REP_INDI",0
"VIC",219,"ISAA","Isaacs","","Informal",3230
"VIC",219,"ISAA","Isaacs","ALP","ALP_ISAA",37415
"VIC",219,"ISAA","Isaacs","LP","LP_ISAA",38979
"VIC",219,"ISAA","Isaacs","GRN","GRN_ISAA",9795
"VIC",219,"ISAA","Isaacs","FFP","FFP_ISAA",639
"VIC",219,"ISAA","Isaacs","AJP","AJP_ISAA",3968
"VIC",219,"ISAA","Isaacs","RUA","RUA_ISAA",592
"VIC",220,"JAGA","Jagajaga","","Informal",2980
"VIC",220,"JAGA","Jagajaga","ALP","ALP_JAGA",38682
"VIC",220,"JAGA","Jagajaga","LP","LP_JAGA",37708
"VIC",220,"JAGA","Jagajaga","GRN","GRN_JAGA",12633
"VIC",220,"JAGA","Jagajaga","FFP","FFP_JAGA",1879
"VIC",220,"JAGA","Jagajaga","AJP","AJP_JAGA",2498
"VIC",220,"JAGA","Jagajaga","DRF","DRF_JAGA",666
"VIC",221,"KOOY","Kooyong","","Informal",1963
"VIC",221,"KOOY","Kooyong","IND","ZUBAC",2750
"VIC",221,"KOOY","Kooyong","ALP","ALP_KOOY",19722
"VIC",221,"KOOY","Kooyong","LP","LP_KOOY",55390
"VIC",221,"KOOY","Kooyong","GRN","GRN_KOOY",17863
"VIC",221,"KOOY","Kooyong","FFP","FFP_KOOY",138
"VIC",221,"KOOY","Kooyong","AJP","AJP_KOOY",125
"VIC",221,"KOOY","Kooyong","RUA","RUA_KOOY",91
"VIC",222,"LALO","Lalor","","Informal",3891
"VIC",222,"LALO","Lalor","ALP","ALP_LALO",42901
"VIC",222,"LALO","Lalor","LP","LP_LALO",24672
"VIC",222,"LALO","Lalor","GRN","GRN_LALO",7847
"VIC",222,"LALO","Lalor","AFN","AFN_LALO",2528
"VIC",222,"LALO","Lalor","RUA","RUA_LALO",3680
"VIC",223,"LTRO","La Trobe","","Informal",4923
"VIC",223,"LTRO","La Trobe","ALP","ALP_LTRO",26295
"VIC",223,"LTRO","La Trobe","LP","LP_LTRO",36104
"VIC",223,"LTRO","La Trobe","GRN","GRN_LTRO",6777
"VIC",223,"LTRO","La Trobe","ASP","ASP_LTRO",779
"VIC",223,"LTRO","La Trobe","FFP","FFP_LTRO",2366
"VIC",223,"LTRO","La Trobe","LDP","LDP_LTRO",1342
"VIC",223,"LTRO","La Trobe","ASXP","ASXP_LTRO",1124
"VIC",223,"LTRO","La Trobe","AJP","AJP_LTRO",2581
"VIC",223,"LTRO","La Trobe","RUA","RUA_LTRO",1609
"VIC",223,"LTRO","La Trobe","AUC","AUC_LTRO",495
"VIC",223,"LTRO","La Trobe","DHJP","DHJP_LTRO",2347
"VIC",322,"MACN","Macnamara","","Informal",3915
"VIC",322,"MACN","Macnamara","IND","MYERS",425
"VIC",322,"MACN","Macnamara","IND","HOLLAND",1393
"VIC",322,"MACN","Macnamara","ALP","ALP_MACN",23547
"VIC",322,"MACN","Macnamara","LP","LP_MACN",37240
"VIC",322,"MACN","Macnamara","GRN","GRN_MACN",21431
"VIC",322,"MACN","Macnamara","LDP","LDP_MACN",41
"VIC",322,"MACN","Macnamara","AJP","AJP_MACN",1759
"VIC",322,"MACN","Macnamara","AEQ","AEQ_MACN",1416
"VIC",322,"MACN","Macnamara","DRF","DRF_MACN",1348
"VIC",322,"MACN","Macnamara","XEN","XEN_MACN",75
"VIC",322,"MACN","Macnamara","DHJP","DHJP_MACN",48
"VIC",224,"MALL","Mallee","","Informal",4902
"VIC",224,"MALL","Mallee","IND","DONLON",17
"VIC",224,"MALL","Mallee","IND","SUMMER",58
"VIC",224,"MALL","Mallee","IND","ATKINSON",389
"VIC",224,"MALL","Mallee","IND","McCLUSKEY",439
"VIC",224,"MALL","Mallee","IND","BOCK",67
"VIC",224,"MALL","Mallee","IND","HICKS",52
"VIC",224,"MALL","Mallee","IND","TEASDALE",51
"VIC",224,"MALL","Mallee","IND","ECKEL",0
"VIC",224,"MALL","Mallee","ALP","ALP_MALL",22135
"VIC",224,"MALL","Mallee","LP","LP_MALL",6963
"VIC",224,"MALL","Mallee","NP","NP_MALL",54906
"VIC",224,"MALL","Mallee","GRN","GRN_MALL",6885
"VIC",224,"MALL","Mallee","CEC","CEC_MALL",1635
"VIC",224,"MALL","Mallee","FFP","FFP_MALL",17
"VIC",224,"MALL","Mallee","AJP","AJP_MALL",13
"VIC",224,"MALL","Mallee","CYA","CYA_MALL",165
"VIC",224,"MALL","Mallee","RUA","RUA_MALL",4399
"VIC",224,"MALL","Mallee","AUC","AUC_MALL",0
"VIC",225,"MARI","Maribyrnong","","Informal",3813
"VIC",225,"MARI","Maribyrnong","IND","TRAN",493
"VIC",225,"MARI","Maribyrnong","IND","LAKKIS",0
"VIC",225,"MARI","Maribyrnong","IND","TIMPANO",83
"VIC",225,"MARI","Maribyrnong","IND","CUMMING",2149
"VIC",225,"MARI","Maribyrnong","ALP","ALP_MARI",38797
"VIC",225,"MARI","Maribyrnong","LP","LP_MARI",31115
"VIC",225,"MARI","Maribyrnong","GRN","GRN_MARI",15890
"VIC",225,"MARI","Maribyrnong","SEP","SEP_MARI",9
"VIC",225,"MARI","Maribyrnong","SAL","SAL_MARI",12
"VIC",225,"MARI","Maribyrnong","ASXP","ASXP_MARI",534
"VIC",225,"MARI","Maribyrnong","AJP","AJP_MARI",1859
"VIC",225,"MARI","Maribyrnong","AUC","AUC_MARI",1023
"VIC",225,"MARI","Maribyrnong","DRF","DRF_MARI",245
"VIC",225,"MARI","Maribyrnong","REP","REP_MARI",34
"VIC",226,"MCEW","McEwen","","Informal",4947
"VIC",226,"MCEW","McEwen","IND","DONLON",46
"VIC",226,"MCEW","McEwen","IND","LEE",2033
"VIC",226,"MCEW","McEwen","ALP","ALP_MCEW",35418
"VIC",226,"MCEW","McEwen","LP","LP_MCEW",30054
"VIC",226,"MCEW","McEwen","NP","NP_MCEW",1698
"VIC",226,"MCEW","McEwen","GRN","GRN_MCEW",7211
"VIC",226,"MCEW","McEwen","FFP","FFP_MCEW",2515
"VIC",226,"MCEW","McEwen","AJP","AJP_MCEW",2381
"VIC",226,"MCEW","McEwen","CYA","CYA_MCEW",1115
"VIC",226,"MCEW","McEwen","RUA","RUA_MCEW",1326
"VIC",226,"MCEW","McEwen","DRF","DRF_MCEW",111
"VIC",228,"MELB","Melbourne","","Informal",2153
"VIC",228,"MELB","Melbourne","IND","GUARDIANI",4
"VIC",228,"MELB","Melbourne","IND","SUTTON",13
"VIC",228,"MELB","Melbourne","IND","TIMPANO",25
"VIC",228,"MELB","Melbourne","ALP","ALP_MELB",20149
"VIC",228,"MELB","Melbourne","LP","LP_MELB",20846
"VIC",228,"MELB","Melbourne","GRN","GRN_MELB",37516
"VIC",228,"MELB","Melbourne","SEP","SEP_MELB",6
"VIC",228,"MELB","Melbourne","SAL","SAL_MELB",12
"VIC",228,"MELB","Melbourne","ASXP","ASXP_MELB",2931
"VIC",228,"MELB","Melbourne","AJP","AJP_MELB",1523
"VIC",228,"MELB","Melbourne","CYC","CYC_MELB",5
"VIC",228,"MELB","Melbourne","AEQ","AEQ_MELB",6
"VIC",228,"MELB","Melbourne","DRF","DRF_MELB",1039
"VIC",228,"MELB","Melbourne","REP","REP_MELB",29
"VIC",228,"MELB","Melbourne","AUP","AUP_MELB",3
"VIC",229,"MENZ","Menzies","","Informal",4543
"VIC",229,"MENZ","Menzies","IND","ROBINSON",624
"VIC",229,"MENZ","Menzies","IND","MAYNE",5419
"VIC",229,"MENZ","Menzies","ALP","ALP_MENZ",25652
"VIC",229,"MENZ","Menzies","LP","LP_MENZ",47499
"VIC",229,"MENZ","Menzies","GRN","GRN_MENZ",9904
"VIC",229,"MENZ","Menzies","FFP","FFP_MENZ",2877
"VIC",229,"MENZ","Menzies","AJP","AJP_MENZ",2475
"VIC",229,"MENZ","Menzies","VEP","VEP_MENZ",850
"VIC",229,"MENZ","Menzies","DRF","DRF_MENZ",0
"VIC",323,"MONA","Monash","","Informal",5060
"VIC",323,"MONA","Monash","IND","LEWIS",503
"VIC",323,"MONA","Monash","IND","SINDT",0
"VIC",323,"MONA","Monash","IND","SMITH",0
"VIC",323,"MONA","Monash","ALP","ALP_MONA",25145
"VIC",323,"MONA","Monash","LP","LP_MONA",45165
"VIC",323,"MONA","Monash","NP","NP_MONA",1
"VIC",323,"MONA","Monash","GRN","GRN_MONA",9153
"VIC",323,"MONA","Monash","FFP","FFP_MONA",2421
"VIC",323,"MONA","Monash","LDP","LDP_MONA",1640
"VIC",323,"MONA","Monash","AJP","AJP_MONA",2763
"VIC",323,"MONA","Monash","RUA","RUA_MONA",2551
"VIC",323,"MONA","Monash","AUC","AUC_MONA",1249
"VIC",323,"MONA","Monash","REP","REP_MONA",0
"VIC",324,"NICH","Nicholls","","Informal",8531
"VIC",324,"NICH","Nicholls","IND","McGOWAN",211
"VIC",324,"NICH","Nicholls","IND","SUMMER",3155
"VIC",324,"NICH","Nicholls","IND","LAPPIN",11
"VIC",324,"NICH","Nicholls","IND","DYER",3
"VIC",324,"NICH","Nicholls","IND","BOCK",1282
"VIC",324,"NICH","Nicholls","IND","HICKS",759
"VIC",324,"NICH","Nicholls","IND","TEASDALE",945
"VIC",324,"NICH","Nicholls","IND","LEE",490
"VIC",324,"NICH","Nicholls","ALP","ALP_NICH",15457
"VIC",324,"NICH","Nicholls","LP","LP_NICH",28898
"VIC",324,"NICH","Nicholls","NP","NP_NICH",29560
"VIC",324,"NICH","Nicholls","GRN","GRN_NICH",4018
"VIC",324,"NICH","Nicholls","CEC","CEC_NICH",207
"VIC",324,"NICH","Nicholls","FFP","FFP_NICH",335
"VIC",324,"NICH","Nicholls","LDP","LDP_NICH",7
"VIC",324,"NICH","Nicholls","AJP","AJP_NICH",240
"VIC",324,"NICH","Nicholls","CYA","CYA_NICH",3548
"VIC",324,"NICH","Nicholls","RUA","RUA_NICH",1305
"VIC",232,"SCUL","Scullin","CYA","CYA_SCUL",100
"VIC",232,"SCUL","Scullin","RUA","RUA_SCUL",127
"VIC",232,"SCUL","Scullin","CYC","CYC_SCUL",15
"VIC",232,"SCUL","Scullin","AEQ","AEQ_SCUL",27
"VIC",232,"SCUL","Scullin","DRF","DRF_SCUL",2418
"VIC",232,"SCUL","Scullin","REP","REP_SCUL",29
"VIC",232,"SCUL","Scullin","AUP","AUP_SCUL",13
"VIC",232,"SCUL","Scullin","","Informal",5266
"VIC",232,"SCUL","Scullin","IND","GUARDIANI",32
"VIC",232,"SCUL","Scullin","IND","SUTTON",74
"VIC",232,"SCUL","Scullin","IND","LEE",197
"VIC",232,"SCUL","Scullin","ALP","ALP_SCUL",50584
"VIC",232,"SCUL","Scullin","LP","LP_SCUL",22021
"VIC",232,"SCUL","Scullin","NP","NP_SCUL",100
"VIC",232,"SCUL","Scullin","GRN","GRN_SCUL",6148
"VIC",232,"SCUL","Scullin","FFP","FFP_SCUL",376
"VIC",232,"SCUL","Scullin","ASXP","ASXP_SCUL",103
"VIC",232,"SCUL","Scullin","AJP","AJP_SCUL",2812
"VIC",233,"WANN","Wannon","","Informal",4597
"VIC",233,"WANN","Wannon","IND","ATKINSON",2630
"VIC",233,"WANN","Wannon","IND","McCLUSKEY",3609
"VIC",233,"WANN","Wannon","IND","ECKEL",80
"VIC",233,"WANN","Wannon","IND","LAWRENCE",288
"VIC",233,"WANN","Wannon","ALP","ALP_WANN",29977
"VIC",233,"WANN","Wannon","LP","LP_WANN",50382
"VIC",233,"WANN","Wannon","NP","NP_WANN",2816
"VIC",233,"WANN","Wannon","GRN","GRN_WANN",8193
"VIC",233,"WANN","Wannon","CEC","CEC_WANN",90
"VIC",233,"WANN","Wannon","FFP","FFP_WANN",415
"VIC",233,"WANN","Wannon","LDP","LDP_WANN",159
"VIC",233,"WANN","Wannon","AJP","AJP_WANN",144
"VIC",233,"WANN","Wannon","RUA","RUA_WANN",425
"VIC",233,"WANN","Wannon","AUC","AUC_WANN",84
"VIC",233,"WANN","Wannon","DRF","DRF_WANN",226
"VIC",233,"WANN","Wannon","DHJP","DHJP_WANN",417
"VIC",234,"WILL","Wills","","Informal",6261
"VIC",234,"WILL","Wills","IND","TIMPANO",1680
"VIC",234,"WILL","Wills","ALP","ALP_WILL",32305
"VIC",234,"WILL","Wills","LP","LP_WILL",18356
"VIC",234,"WILL","Wills","GRN","GRN_WILL",26339
"VIC",234,"WILL","Wills","SEP","SEP_WILL",272
"VIC",234,"WILL","Wills","SAL","SAL_WILL",606
"VIC",234,"WILL","Wills","ASXP","ASXP_WILL",2372
"VIC",234,"WILL","Wills","AJP","AJP_WILL",1417
"VIC",234,"WILL","Wills","DRF","DRF_WILL",1160
"VIC",234,"WILL","Wills","REP","REP_WILL",705
"WA",235,"BRAN","Brand","","Informal",3602
"WA",235,"BRAN","Brand","GRN","JECKS",9542
"WA",235,"BRAN","Brand","RUA","SCOTT",4704
"WA",235,"BRAN","Brand","ALP","KING",38803
"WA",235,"BRAN","Brand","LP","BUCHANAN",25843
"WA",235,"BRAN","Brand","AUC","BURDETT",2826
"WA",317,"BURT","Burt","","Informal",3903
"WA",317,"BURT","Burt","GRN","SALMAN",6770
"WA",317,"BURT","Burt","ALP","KEOGH",39673
"WA",317,"BURT","Burt","LP","O'SULLIVAN",29836
"WA",317,"BURT","Burt","AUC","SPYKER",4345
"WA",317,"BURT","Burt","ASP","BLEVIN",3734
"WA",236,"CANN","Canning","","Informal",3743
"WA",236,"CANN","Canning","GRN","BLUNDELL-CAMDEN",7388
"WA",236,"CANN","Canning","ALP","WINMAR",27918
"WA",236,"CANN","Canning","LP","HASTIE",42497
"WA",236,"CANN","Canning","AUC","VANDER VEN",3110
"WA",236,"CANN","Canning","NP","TURNER",3581
"WA",237,"COWA","Cowan","","Informal",4712
"WA",237,"COWA","Cowan","MAP","VENESS",868
"WA",237,"COWA","Cowan","GRN","YOUNG",6193
"WA",237,"COWA","Cowan","LDP","HAMILTON",1096
"WA",237,"COWA","Cowan","ALP","ALY",33966
"WA",237,"COWA","Cowan","LP","SIMPKINS",34405
"WA",237,"COWA","Cowan","AUC","HOST",2680
"WA",237,"COWA","Cowan","ASP","CHESTER",2288
"WA",238,"CURT","Curtin","","Informal",1772
"WA",238,"CURT","Curtin","GRN","GLANCE",12180
"WA",238,"CURT","Curtin","IND","BOULTER",2389
"WA",238,"CURT","Curtin","ALP","CALLANAN",13476
"WA",238,"CURT","Curtin","LP","BISHOP",56175
"WA",238,"CURT","Curtin","ALA","ARCHIBALD",1544
"WA",312,"DURA","Durack","","Informal",3122
"WA",312,"DURA","Durack","GRN","JAMES",7710
"WA",312,"DURA","Durack","RUA","SAMBELL",2885
"WA",312,"DURA","Durack","ALP","MARTIN",19860
"WA",312,"DURA","Durack","LP","PRICE",32011
"WA",312,"DURA","Durack","AUC","GOULD",1966
"WA",312,"DURA","Durack","NP","COLE",12257
"WA",239,"FORR","Forrest","","Informal",5269
"WA",239,"FORR","Forrest","GRN","READING",10137
"WA",239,"FORR","Forrest","RUA","WHATELY",1654
"WA",239,"FORR","Forrest","ODR","FISHLOCK",2375
"WA",239,"FORR","Forrest","IND","SLATER",2896
"WA",239,"FORR","Forrest","ALP","LOUD",19596
"WA",239,"FORR","Forrest","LP","MARINO",41869
"WA",239,"FORR","Forrest","AUC","DABROWSKI",1858
"WA",239,"FORR","Forrest","NP","PILKINGTON",4306
"WA",240,"FREM","Fremantle","","Informal",3535
"WA",240,"FREM","Fremantle","GRN","DAVIS",15053
"WA",240,"FREM","Fremantle","MAP","CONNOLLY",2335
"WA",240,"FREM","Fremantle","ALP","WILSON",34792
"WA",240,"FREM","Fremantle","LP","KELLY",31292
"WA",240,"FREM","Fremantle","SAL","JENKINS",1404
"WA",305,"HASL","Hasluck","","Informal",3425
"WA",305,"HASL","Hasluck","GRN","HYSLOP",10283
"WA",305,"HASL","Hasluck","RUA","BARNARD",2999
"WA",305,"HASL","Hasluck","ALP","LEADBETTER",28652
"WA",305,"HASL","Hasluck","LP","WYATT",36519
"WA",305,"HASL","Hasluck","AUC","TWISS",2798
"WA",242,"MOOR","Moore","","Informal",2891
"WA",242,"MOOR","Moore","GRN","LINDLEY",11100
"WA",242,"MOOR","Moore","ALP","WALKER",25118
"WA",242,"MOOR","Moore","LP","GOODENOUGH",48133
"WA",242,"MOOR","Moore","AUC","GROENEWALD",3194
"WA",243,"OCON","O'Connor","","Informal",3439
"WA",243,"OCON","O'Connor","GRN","WATSON",9013
"WA",243,"OCON","O'Connor","RUA","CARSON",3207
"WA",243,"OCON","O'Connor","ALP","FORD",18190
"WA",243,"OCON","O'Connor","LP","WILSON",37092
"WA",243,"OCON","O'Connor","AUC","YOUNG",3496
"WA",243,"OCON","O'Connor","NP","HASSELL",15936
"WA",244,"PEAR","Pearce","","Informal",4150
"WA",244,"PEAR","Pearce","GRN","MILES",9543
"WA",244,"PEAR","Pearce","RUA","SAMURIWO-VUNTARDE",4049
"WA",244,"PEAR","Pearce","ALP","FRENCH",29809
"WA",244,"PEAR","Pearce","LP","PORTER",39551
"WA",244,"PEAR","Pearce","NP","SIMMONDS",4080
"WA",245,"PERT","Perth","","Informal",3274
"WA",245,"PERT","Perth","SOL","CHAMBERS",1300
"WA",245,"PERT","Perth","GRN","CLIFFORD",14272
"WA",245,"PERT","Perth","LDP","WALMSLEY",1430
"WA",245,"PERT","Perth","ALP","HAMMOND",31248
"WA",245,"PERT","Perth","LP","QUINN",35381
"WA",246,"STIR","Stirling","","Informal",3587
"WA",246,"STIR","Stirling","IND","MUBARAK",2172
"WA",246,"STIR","Stirling","GRN","WEBSTER",9679
"WA",246,"STIR","Stirling","RUA","ROWE",1361
"WA",246,"STIR","Stirling","ALP","PEARSON",26669
"WA",246,"STIR","Stirling","LP","KEENAN",40991
"WA",246,"STIR","Stirling","AUC","HOST",2019
"WA",247,"SWAN","Swan","","Informal",3062
"WA",247,"SWAN","Swan","GRN","NIELSEN-HARVEY",12227
"WA",247,"SWAN","Swan","ALP","SOLONEC",26869
"WA",247,"SWAN","Swan","LP","IRONS",39220
"WA",247,"SWAN","Swan","AUC","KLOMP",3086
"WA",248,"TANG","Tangney","","Informal",2183
"WA",248,"TANG","Tangney","IND","JENSEN",9924
"WA",248,"TANG","Tangney","GRN","KERR",10353
"WA",248,"TANG","Tangney","ALP","BOSWELL",19679
"WA",248,"TANG","Tangney","LP","MORTON",40790
"WA",248,"TANG","Tangney","AUC","WIESKE",2819
