"State","DivisionId","DivisionAb","DivisionName","PartyAb","CandidateSurname","Votes"
"QLD",311,"FLYN","Flynn","KAP","KAP_FLYN",2948
"QLD",311,"FLYN","Flynn","LNP","LNP_FLYN",32293
"QLD",162,"FORD","Forde","","Informal",4486
"QLD",162,"FORD","Forde","IND","WILKS",5242
"QLD",162,"FORD","Forde","LNP","van MANEN",34096
"QLD",162,"FORD","Forde","ALP","HARDMAN",31587
"QLD",162,"FORD","Forde","FFP","HELLBERG",4687
"QLD",162,"FORD","Forde","GRN","SPAIN",5393
"QLD",162,"FORD","Forde","ALA","SPAIN",2905
"QLD",163,"GRIF","Griffith","","Informal",3712
"QLD",163,"GRIF","Griffith","IND","BOELE",1376
"QLD",163,"GRIF","Griffith","ALP","ALP_GRIF",28983
"QLD",163,"GRIF","Griffith","GRN","GRN_GRIF",14859
"QLD",163,"GRIF","Griffith","FFP","FFP_GRIF",1347
"QLD",163,"GRIF","Griffith","LDP","LDP_GRIF",1786
"QLD",163,"GRIF","Griffith","LNP","LNP_GRIF",36030
"QLD",163,"GRIF","Griffith","ALA","ALA_GRIF",1413
"QLD",163,"GRIF","Griffith","DRF","DRF_GRIF",1699
"QLD",164,"GROO","Groom","","Informal",3380
"QLD",164,"GROO","Groom","LNP","McVEIGH",49270
"QLD",164,"GROO","Groom","ALP","HERBERTSON",20259
"QLD",164,"GROO","Groom","XEN","TOWNSEND",6960
"QLD",164,"GROO","Groom","FFP","SANDS",9140
"QLD",164,"GROO","Groom","GRN","van GEUNS",5618
"QLD",165,"HERB","Herbert","","Informal",6525
"QLD",165,"HERB","Herbert","ALP","ALP_HERB",26900
"QLD",165,"HERB","Herbert","GRN","GRN_HERB",5533
"QLD",165,"HERB","Herbert","ON","ON_HERB",11950
"QLD",165,"HERB","Herbert","FFP","FFP_HERB",3175
"QLD",165,"HERB","Herbert","LDP","LDP_HERB",1096
"QLD",165,"HERB","Herbert","LNP","LNP_HERB",31361
"QLD",165,"HERB","Herbert","KAP","KAP_HERB",6070
"QLD",165,"HERB","Herbert","PUP","PUP_HERB",315
"QLD",165,"HERB","Herbert","GLT","GLT_HERB",1937
"QLD",166,"HINK","Hinkler","","Informal",4305
"QLD",166,"HINK","Hinkler","IND","FOSTER",1720
"QLD",166,"HINK","Hinkler","ALP","ALP_HINK",23911
"QLD",166,"HINK","Hinkler","GRN","GRN_HINK",3540
"QLD",166,"HINK","Hinkler","ON","ON_HINK",17162
"QLD",166,"HINK","Hinkler","FFP","FFP_HINK",2281
"QLD",166,"HINK","Hinkler","LNP","LNP_HINK",39233
"QLD",166,"HINK","Hinkler","KAP","KAP_HINK",24
"QLD",166,"HINK","Hinkler","ALA","ALA_HINK",1670
"QLD",166,"HINK","Hinkler","GLT","GLT_HINK",46
"QLD",167,"KENN","Kennedy","","Informal",3736
"QLD",167,"KENN","Kennedy","IND","McCARTHY",268
"QLD",167,"KENN","Kennedy","IND","NEWIE",27
"QLD",167,"KENN","Kennedy","ALP","ALP_KENN",17565
"QLD",167,"KENN","Kennedy","GRN","GRN_KENN",4455
"QLD",167,"KENN","Kennedy","ON","ON_KENN",375
"QLD",167,"KENN","Kennedy","FFP","FFP_KENN",3341
"QLD",167,"KENN","Kennedy","LNP","LNP_KENN",29284
"QLD",167,"KENN","Kennedy","RUA","RUA_KENN",64
"QLD",167,"KENN","Kennedy","KAP","KAP_KENN",34482
"QLD",168,"LEIC","Leichhardt","","Informal",6694
"QLD",168,"LEIC","Leichhardt","IND","McCARTHY",5828
"QLD",168,"LEIC","Leichhardt","IND","NEWIE",667
"QLD",168,"LEIC","Leichhardt","ALP","ALP_LEIC",23854
"QLD",168,"LEIC","Leichhardt","GRN","GRN_LEIC",7460
"QLD",168,"LEIC","Leichhardt","ON","ON_LEIC",6400
"QLD",168,"LEIC","Leichhardt","FFP","FFP_LEIC",2150
"QLD",168,"LEIC","Leichhardt","LNP","LNP_LEIC",33588
"QLD",168,"LEIC","Leichhardt","RUA","RUA_LEIC",1375
"QLD",168,"LEIC","Leichhardt","KAP","KAP_LEIC",3635
"QLD",169,"LILL","Lilley","","Informal",2800
"QLD",169,"LILL","Lilley","ALP","ALP_LILL",40533
"QLD",169,"LILL","Lilley","GRN","GRN_LILL",10807
"QLD",169,"LILL","Lilley","FFP","FFP_LILL",3320
"QLD",169,"LILL","Lilley","LDP","LDP_LILL",2125
"QLD",169,"LILL","Lilley","LNP","LNP_LILL",35843
"QLD",302,"LONG","Longman","","WELLS",830
"QLD",302,"LONG","Longman","","Informal",8217
"QLD",302,"LONG","Longman","DRF","McDONALD",2677
"QLD",302,"LONG","Longman","LNP","ROY",34359
"QLD",302,"LONG","Longman","ARTS","BECK",228
"QLD",302,"LONG","Longman","IND","LAW",945
"QLD",302,"LONG","Longman","FFP","SMITH",3002
"QLD",302,"LONG","Longman","ALP","LAMB",31161
"QLD",302,"LONG","Longman","GRN","BELL",3865
"QLD",302,"LONG","Longman","ON","PEDERSEN",8293
"QLD",302,"LONG","Longman","IND","RIDDELL",1111
"QLD",302,"LONG","Longman","KAP","KENNEDY",1597
"QLD",170,"MARA","Maranoa","","Informal",5269
"QLD",170,"MARA","Maranoa","LNP","LITTLEPROUD",44297
"QLD",170,"MARA","Maranoa","ALP","KERRIGAN",16456
"QLD",170,"MARA","Maranoa","RUA","CHURCH",841
"QLD",170,"MARA","Maranoa","GRN","HOMPES",3056
"QLD",170,"MARA","Maranoa","FFP","SCHENK",2905
"QLD",170,"MARA","Maranoa","ON","KEEHN",16047
"QLD",170,"MARA","Maranoa","KAP","GURNETT",4306
"QLD",170,"MARA","Maranoa","CM","ARBUCKLE",2141
"QLD",171,"MCPH","McPherson","","Informal",4151
"QLD",171,"MCPH","McPherson","IND","JONES",3850
"QLD",171,"MCPH","McPherson","LNP","ANDREWS",47284
"QLD",171,"MCPH","McPherson","ALP","GADD",23069
"QLD",171,"MCPH","McPherson","FFP","GREEN",5404
"QLD",171,"MCPH","McPherson","GRN","BURGOYNE",9119
"QLD",172,"MONC","Moncrieff","","Informal",4206
"QLD",172,"MONC","Moncrieff","ALP","ALP_MONC",21954
"QLD",172,"MONC","Moncrieff","GRN","GRN_MONC",9020
"QLD",172,"MONC","Moncrieff","ON","ON_MONC",387
"QLD",172,"MONC","Moncrieff","FFP","FFP_MONC",5771
"QLD",172,"MONC","Moncrieff","LNP","LNP_MONC",52119
"QLD",172,"MONC","Moncrieff","ADVP","ADVP_MONC",48
"QLD",173,"MORE","Moreton","","Informal",3750
"QLD",173,"MORE","Moreton","IND","BOELE",87
"QLD",173,"MORE","Moreton","ALP","ALP_MORE",32128
"QLD",173,"MORE","Moreton","GRN","GRN_MORE",11379
"QLD",173,"MORE","Moreton","FFP","FFP_MORE",2525
"QLD",173,"MORE","Moreton","LDP","LDP_MORE",2813
"QLD",173,"MORE","Moreton","LNP","LNP_MORE",33075
"QLD",173,"MORE","Moreton","KAP","KAP_MORE",1295
"QLD",173,"MORE","Moreton","ALA","ALA_MORE",64
"QLD",173,"MORE","Moreton","DRF","DRF_MORE",90
"QLD",173,"MORE","Moreton","XEN","XEN_MORE",3961
"QLD",174,"OXLE","Oxley","KAP","KAP_OXLE",1170
"QLD",174,"OXLE","Oxley","XEN","XEN_OXLE",111
"QLD",174,"OXLE","Oxley","","Informal",3559
"QLD",174,"OXLE","Oxley","ALP","ALP_OXLE",39173
"QLD",174,"OXLE","Oxley","GRN","GRN_OXLE",7588
"QLD",174,"OXLE","Oxley","ON","ON_OXLE",7023
"QLD",174,"OXLE","Oxley","FFP","FFP_OXLE",2793
"QLD",174,"OXLE","Oxley","LDP","LDP_OXLE",64
"QLD",174,"OXLE","Oxley","LNP","LNP_OXLE",27457
"QLD",175,"PETR","Petrie","","Informal",3886
"QLD",175,"PETR","Petrie","LNP","HOWARTH",41475
"QLD",175,"PETR","Petrie","ALP","PEDERSEN",35616
"QLD",175,"PETR","Petrie","FFP","WHITE",4746
"QLD",175,"PETR","Petrie","GRN","WEBER",6840
"QLD",175,"PETR","Petrie","LDP","BUCKLEY",2877
"QLD",175,"PETR","Petrie","ARTS","TYRRELL",1239
"QLD",176,"RANK","Rankin","","Informal",5225
"QLD",176,"RANK","Rankin","LNP","OSTAPOVITCH",24455
"QLD",176,"RANK","Rankin","CRNT","HODGES",2050
"QLD",176,"RANK","Rankin","ALP","CHALMERS",42147
"QLD",176,"RANK","Rankin","FFP","LAWRIE",5011
"QLD",176,"RANK","Rankin","LDP","DAVIES",3513
"QLD",176,"RANK","Rankin","GRN","COTTER",5373
"QLD",176,"RANK","Rankin","KAP","HOLLEY",2874
"QLD",177,"RYAN","Ryan","","Informal",2250
"QLD",177,"RYAN","Ryan","ALP","ALP_RYAN",21411
"QLD",177,"RYAN","Ryan","DLP","DLP_RYAN",1456
"QLD",177,"RYAN","Ryan","GRN","GRN_RYAN",17486
"QLD",177,"RYAN","Ryan","FFP","FFP_RYAN",2276
"QLD",177,"RYAN","Ryan","LDP","LDP_RYAN",1975
"QLD",177,"RYAN","Ryan","LNP","LNP_RYAN",48588
"QLD",177,"RYAN","Ryan","ADVP","ADVP_RYAN",29
"QLD",178,"WBAY","Wide Bay","","Informal",4681
"QLD",178,"WBAY","Wide Bay","ALP","ALP_WBAY",20068
"QLD",178,"WBAY","Wide Bay","GRN","GRN_WBAY",7292
"QLD",178,"WBAY","Wide Bay","ON","ON_WBAY",13847
"QLD",178,"WBAY","Wide Bay","FFP","FFP_WBAY",2368
"QLD",178,"WBAY","Wide Bay","LNP","LNP_WBAY",39027
"QLD",178,"WBAY","Wide Bay","KAP","KAP_WBAY",2333
"QLD",178,"WBAY","Wide Bay","GLT","GLT_WBAY",4036
"QLD",316,"WRIG","Wright","LNP","BUCHHOLZ",36935
"QLD",316,"WRIG","Wright","","Informal",3980
"QLD",316,"WRIG","Wright","ALP","SMITH",20110
"QLD",316,"WRIG","Wright","MAP","COX",902
"QLD",316,"WRIG","Wright","FFP","AUSTIN",3163
"QLD",316,"WRIG","Wright","GRN","AGNOLETTO",6768
"QLD",316,"WRIG","Wright","LDP","STONE",1979
"QLD",316,"WRIG","Wright","ON","SMITH",18461
"SA",179,"ADEL","Adelaide","","Informal",4136
"SA",179,"ADEL","Adelaide","ALP","ALP_ADEL",39982
"SA",179,"ADEL","Adelaide","LP","LP_ADEL",33324
"SA",179,"ADEL","Adelaide","CDP","CDP_ADEL",161
"SA",179,"ADEL","Adelaide","GRN","GRN_ADEL",10203
"SA",179,"ADEL","Adelaide","FFP","FFP_ADEL",2278
"SA",179,"ADEL","Adelaide","LDP","LDP_ADEL",844
"SA",179,"ADEL","Adelaide","AJP","AJP_ADEL",1508
"SA",179,"ADEL","Adelaide","XEN","XEN_ADEL",14041
"SA",180,"BARK","Barker","","Informal",4661
"SA",180,"BARK","Barker","IND","BOLTON",204
"SA",180,"BARK","Barker","ALP","ALP_BARK",17087
"SA",180,"BARK","Barker","LP","LP_BARK",47637
"SA",180,"BARK","Barker","CDP","CDP_BARK",51
"SA",180,"BARK","Barker","GRN","GRN_BARK",3779
"SA",180,"BARK","Barker","FFP","FFP_BARK",5938
"SA",180,"BARK","Barker","LDP","LDP_BARK",16
"SA",180,"BARK","Barker","XEN","XEN_BARK",29907
"SA",182,"BOOT","Boothby","","Informal",4674
"SA",182,"BOOT","Boothby","IND","AITCHISON",0
"SA",182,"BOOT","Boothby","IND","DE JONGE",312
"SA",182,"BOOT","Boothby","IND","ARMFIELD",519
"SA",182,"BOOT","Boothby","ALP","ALP_BOOT",29041
"SA",182,"BOOT","Boothby","LP","LP_BOOT",44954
"SA",182,"BOOT","Boothby","CDP","CDP_BOOT",126
"SA",182,"BOOT","Boothby","GRN","GRN_BOOT",8818
"SA",182,"BOOT","Boothby","FFP","FFP_BOOT",2503
"SA",182,"BOOT","Boothby","LDP","LDP_BOOT",44
"SA",182,"BOOT","Boothby","AJP","AJP_BOOT",1543
"SA",182,"BOOT","Boothby","XEN","XEN_BOOT",19971
"SA",183,"GREY","Grey","","Informal",4402
"SA",183,"GREY","Grey","IND","GOURLAY",1144
"SA",183,"GREY","Grey","IND","BOLTON",426
"SA",183,"GREY","Grey","ALP","ALP_GREY",23778
"SA",183,"GREY","Grey","LP","LP_GREY",44424
"SA",183,"GREY","Grey","CDP","CDP_GREY",93
"SA",183,"GREY","Grey","GRN","GRN_GREY",2829
"SA",183,"GREY","Grey","FFP","FFP_GREY",4539
"SA",183,"GREY","Grey","XEN","XEN_GREY",28136
"SA",185,"HIND","Hindmarsh","","Informal",5173
"SA",185,"HIND","Hindmarsh","ALP","ALP_HIND",41516
"SA",185,"HIND","Hindmarsh","LP","LP_HIND",32492
"SA",185,"HIND","Hindmarsh","CDP","CDP_HIND",553
"SA",185,"HIND","Hindmarsh","GRN","GRN_HIND",6852
"SA",185,"HIND","Hindmarsh","FFP","FFP_HIND",2923
"SA",185,"HIND","Hindmarsh","AJP","AJP_HIND",1842
"SA",185,"HIND","Hindmarsh","XEN","XEN_HIND",17638
"SA",186,"KING","Kingston","","Informal",4106
"SA",186,"KING","Kingston","IND","DE JONGE",106
"SA",186,"KING","Kingston","IND","ARMFIELD",117
"SA",186,"KING","Kingston","ALP","ALP_KING",46334
"SA",186,"KING","Kingston","LP","LP_KING",26678
"SA",186,"KING","Kingston","GRN","GRN_KING",5963
"SA",186,"KING","Kingston","FFP","FFP_KING",4232
"SA",186,"KING","Kingston","LDP","LDP_KING",22
"SA",186,"KING","Kingston","AJP","AJP_KING",265
"SA",186,"KING","Kingston","XEN","XEN_KING",18435
"SA",187,"MAKI","Makin","","Informal",5031
"SA",187,"MAKI","Makin","IND","ALDRIDGE",2126
"SA",187,"MAKI","Makin","ALP","ALP_MAKI",44355
"SA",187,"MAKI","Makin","LP","LP_MAKI",28518
"SA",187,"MAKI","Makin","CDP","CDP_MAKI",74
"SA",187,"MAKI","Makin","GRN","GRN_MAKI",4887
"SA",187,"MAKI","Makin","FFP","FFP_MAKI",4855
"SA",187,"MAKI","Makin","AJP","AJP_MAKI",1684
"SA",187,"MAKI","Makin","XEN","XEN_MAKI",17371
"SA",188,"MAYO","Mayo","","Informal",3262
"SA",188,"MAYO","Mayo","IND","DE JONGE",20
"SA",188,"MAYO","Mayo","IND","ARMFIELD",28
"SA",188,"MAYO","Mayo","ALP","ALP_MAYO",17674
"SA",188,"MAYO","Mayo","LP","LP_MAYO",38782
"SA",188,"MAYO","Mayo","GRN","GRN_MAYO",8626
"SA",188,"MAYO","Mayo","FFP","FFP_MAYO",4748
"SA",188,"MAYO","Mayo","LDP","LDP_MAYO",1099
"SA",188,"MAYO","Mayo","AJP","AJP_MAYO",70
"SA",188,"MAYO","Mayo","XEN","XEN_MAYO",34863
"SA",325,"SPEN","Spence","IND","ALDRIDGE",0
"SA",325,"SPEN","Spence","","Informal",5908
"SA",325,"SPEN","Spence","ALP","ALP_SPEN",43000
"SA",325,"SPEN","Spence","IND","BOLTON",2098
"SA",325,"SPEN","Spence","CDP","CDP_SPEN",657
"SA",325,"SPEN","Spence","LP","LP_SPEN",19708
"SA",325,"SPEN","Spence","FFP","FFP_SPEN",5734
"SA",325,"SPEN","Spence","GRN","GRN_SPEN",4344
"SA",325,"SPEN","Spence","AJP","AJP_SPEN",581
"SA",325,"SPEN","Spence","LDP","LDP_SPEN",0
"SA",325,"SPEN","Spence","XEN","XEN_SPEN",19078
"SA",190,"STUR","Sturt","","Informal",4083
"SA",190,"STUR","Sturt","IND","AITCHISON",637
"SA",190,"STUR","Sturt","ALP","ALP_STUR",25548
"SA",190,"STUR","Sturt","LP","LP_STUR",48638
"SA",190,"STUR","Sturt","GRN","GRN_STUR",8303
"SA",190,"STUR","Sturt","FFP","FFP_STUR",3191
"SA",190,"STUR","Sturt","LDP","LDP_STUR",153
"SA",190,"STUR","Sturt","AJP","AJP_STUR",1388
"SA",190,"STUR","Sturt","XEN","XEN_STUR",21769
"TAS",192,"BASS","Bass","","Informal",2762
"TAS",192,"BASS","Bass","ALP","ALP_BASS",26496
"TAS",192,"BASS","Bass","LP","LP_BASS",26188
"TAS",192,"BASS","Bass","CDP","CDP_BASS",1773
"TAS",192,"BASS","Bass","GRN","GRN_BASS",7386
"TAS",192,"BASS","Bass","ARF","ARF_BASS",3320
"TAS",192,"BASS","Bass","REP","REP_BASS",1662
"TAS",193,"BRAD","Braddon","","Informal",3713
"TAS",193,"BRAD","Braddon","ALP","ALP_BRAD",27213
"TAS",193,"BRAD","Braddon","LP","LP_BRAD",28907
"TAS",193,"BRAD","Braddon","CDP","CDP_BRAD",1219
"TAS",193,"BRAD","Braddon","GRN","GRN_BRAD",4700
"TAS",193,"BRAD","Braddon","LDP","LDP_BRAD",1380
"TAS",193,"BRAD","Braddon","ARF","ARF_BRAD",3919
"TAS",193,"BRAD","Braddon","REP","REP_BRAD",1440
"TAS",319,"CLAR","Clark","","Informal",2004
"TAS",319,"CLAR","Clark","IND","WILKIE",29372
"TAS",319,"CLAR","Clark","ALP","ALP_CLAR",15357
"TAS",319,"CLAR","Clark","LP","LP_CLAR",13287
"TAS",319,"CLAR","Clark","CDP","CDP_CLAR",981
"TAS",319,"CLAR","Clark","DLP","DLP_CLAR",632
"TAS",319,"CLAR","Clark","GRN","GRN_CLAR",7079
"TAS",319,"CLAR","Clark","ARTS","ARTS_CLAR",2
"TAS",195,"FRAN","Franklin","","Informal",2338
"TAS",195,"FRAN","Franklin","ALP","ALP_FRAN",31005
"TAS",195,"FRAN","Franklin","LP","LP_FRAN",23311
"TAS",195,"FRAN","Franklin","CDP","CDP_FRAN",1312
"TAS",195,"FRAN","Franklin","GRN","GRN_FRAN",8956
"TAS",195,"FRAN","Franklin","ARTS","ARTS_FRAN",1599
"TAS",196,"LYON","Lyons","","Informal",3108
"TAS",196,"LYON","Lyons","ALP","ALP_LYON",27114
"TAS",196,"LYON","Lyons","LP","LP_LYON",27264
"TAS",196,"LYON","Lyons","CDP","CDP_LYON",1059
"TAS",196,"LYON","Lyons","GRN","GRN_LYON",6169
"TAS",196,"LYON","Lyons","ARTS","ARTS_LYON",72
"TAS",196,"LYON","Lyons","ARF","ARF_LYON",4015
"TAS",196,"LYON","Lyons","REP","REP_LYON",1432
"VIC",197,"ASTO","Aston","","Informal",4251
"VIC",197,"ASTO","Aston","IND","HUPPERT",2104
"VIC",197,"ASTO","Aston","ALP","ALP_ASTO",30034
"VIC",197,"ASTO","Aston","LP","LP_ASTO",47941
"VIC",197,"ASTO","Aston","GRN","GRN_ASTO",8730
"VIC",197,"ASTO","Aston","ASP","ASP_ASTO",195
"VIC",197,"ASTO","Aston","FFP","FFP_ASTO",3057
"VIC",197,"ASTO","Aston","LDP","LDP_ASTO",1362
"VIC",197,"ASTO","Aston","ASXP","ASXP_ASTO",349
"VIC",197,"ASTO","Aston","AJP","AJP_ASTO",2531
"VIC",197,"ASTO","Aston","RUA","RUA_ASTO",115
"VIC",197,"ASTO","Aston","DRF","DRF_ASTO",0
"VIC",197,"ASTO","Aston","REP","REP_ASTO",0
"VIC",197,"ASTO","Aston","DHJP","DHJP_ASTO",541
"VIC",198,"BALL","Ballarat","","Informal",5254
"VIC",198,"BALL","Ballarat","IND","ECKEL",1722
"VIC",198,"BALL","Ballarat","ALP","ALP_BALL",40699
"VIC",198,"BALL","Ballarat","LP","LP_BALL",32609
"VIC",198,"BALL","Ballarat","NP","NP_BALL",3963
"VIC",198,"BALL","Ballarat","GRN","GRN_BALL",10197
"VIC",198,"BALL","Ballarat","FFP","FFP_BALL",1807
"VIC",198,"BALL","Ballarat","RUA","RUA_BALL",1078
"VIC",198,"BALL","Ballarat","AUC","AUC_BALL",1939
"VIC",200,"BEND","Bendigo","","Informal",4575
"VIC",200,"BEND","Bendigo","IND","DONLON",1860
"VIC",200,"BEND","Bendigo","IND","SUMMER",0
"VIC",200,"BEND","Bendigo","IND","BOCK",0
"VIC",200,"BEND","Bendigo","IND","HICKS",0
"VIC",200,"BEND","Bendigo","IND","TEASDALE",0
"VIC",200,"BEND","Bendigo","IND","LEE",0
"VIC",200,"BEND","Bendigo","ALP","ALP_BEND",36400
"VIC",200,"BEND","Bendigo","LP","LP_BEND",35627
"VIC",200,"BEND","Bendigo","NP","NP_BEND",3458
"VIC",200,"BEND","Bendigo","GRN","GRN_BEND",10294
"VIC",200,"BEND","Bendigo","CEC","CEC_BEND",0
"VIC",200,"BEND","Bendigo","FFP","FFP_BEND",2671
"VIC",200,"BEND","Bendigo","AJP","AJP_BEND",2066
"VIC",200,"BEND","Bendigo","CYA","CYA_BEND",0
"VIC",200,"BEND","Bendigo","RUA","RUA_BEND",2019
"VIC",201,"BRUC","Bruce","","Informal",5190
"VIC",201,"BRUC","Bruce","IND","HUPPERT",0
"VIC",201,"BRUC","Bruce","ALP","ALP_BRUC",49850
"VIC",201,"BRUC","Bruce","LP","LP_BRUC",27903
"VIC",201,"BRUC","Bruce","GRN","GRN_BRUC",6017
"VIC",201,"BRUC","Bruce","ASP","ASP_BRUC",0
"VIC",201,"BRUC","Bruce","FFP","FFP_BRUC",3605
"VIC",201,"BRUC","Bruce","LDP","LDP_BRUC",0
"VIC",201,"BRUC","Bruce","ASXP","ASXP_BRUC",0
"VIC",201,"BRUC","Bruce","AJP","AJP_BRUC",1721
"VIC",201,"BRUC","Bruce","RUA","RUA_BRUC",1844
"VIC",201,"BRUC","Bruce","DRF","DRF_BRUC",711
"VIC",201,"BRUC","Bruce","REP","REP_BRUC",369
"VIC",201,"BRUC","Bruce","DHJP","DHJP_BRUC",0
"VIC",203,"CALW","Calwell","","Informal",5766
"VIC",203,"CALW","Calwell","IND","LAKKIS",2025
"VIC",203,"CALW","Calwell","IND","LEE",293
"VIC",203,"CALW","Calwell","ALP","ALP_CALW",45825
"VIC",203,"CALW","Calwell","LP","LP_CALW",20031
"VIC",203,"CALW","Calwell","NP","NP_CALW",169
"VIC",203,"CALW","Calwell","GRN","GRN_CALW",6257
"VIC",203,"CALW","Calwell","FFP","FFP_CALW",525
"VIC",203,"CALW","Calwell","AJP","AJP_CALW",2621
"VIC",203,"CALW","Calwell","CYA","CYA_CALW",152
"VIC",203,"CALW","Calwell","RUA","RUA_CALW",195
"VIC",204,"CASE","Casey","","Informal",4099
"VIC",204,"CASE","Casey","IND","McGOWAN",0
"VIC",204,"CASE","Casey","IND","LAPPIN",0
"VIC",204,"CASE","Casey","IND","DYER",0
"VIC",204,"CASE","Casey","IND","CHARLETON",2566
"VIC",204,"CASE","Casey","ALP","ALP_CASE",27543
"VIC",204,"CASE","Casey","LP","LP_CASE",46453
"VIC",204,"CASE","Casey","NP","NP_CASE",0
"VIC",204,"CASE","Casey","GRN","GRN_CASE",12542
"VIC",204,"CASE","Casey","ASP","ASP_CASE",244
"VIC",204,"CASE","Casey","FFP","FFP_CASE",362
"VIC",204,"CASE","Casey","LDP","LDP_CASE",202
"VIC",204,"CASE","Casey","ASXP","ASXP_CASE",486
"VIC",204,"CASE","Casey","AJP","AJP_CASE",4203
"VIC",204,"CASE","Casey","CYA","CYA_CASE",0
"VIC",204,"CASE","Casey","RUA","RUA_CASE",2397
"VIC",204,"CASE","Casey","AUC","AUC_CASE",0
"VIC",204,"CASE","Casey","DHJP","DHJP_CASE",705
"VIC",205,"CHIS","Chisholm","","Informal",2664
"VIC",205,"CHIS","Chisholm","ALP","ALP_CHIS",33060
"VIC",205,"CHIS","Chisholm","LP","LP_CHIS",44880
"VIC",205,"CHIS","Chisholm","GRN","GRN_CHIS",10995
"VIC",205,"CHIS","Chisholm","FFP","FFP_CHIS",2395
"VIC",205,"CHIS","Chisholm","AJP","AJP_CHIS",2023
"VIC",205,"CHIS","Chisholm","RUA","RUA_CHIS",1176
"VIC",205,"CHIS","Chisholm","AUC","AUC_CHIS",403
"VIC",205,"CHIS","Chisholm","DRF","DRF_CHIS",235
"VIC",205,"CHIS","Chisholm","REP","REP_CHIS",146
"VIC",320,"COOP","Cooper","","Informal",7269
"VIC",320,"COOP","Cooper","IND","GUARDIANI",445
"VIC",320,"COOP","Cooper","IND","SUTTON",1422
"VIC",320,"COOP","Cooper","IND","TIMPANO",44
"VIC",320,"COOP","Cooper","ALP","ALP_COOP",30809
"VIC",320,"COOP","Cooper","LP","LP_COOP",17317
"VIC",320,"COOP","Cooper","GRN","GRN_COOP",32237
"VIC",320,"COOP","Cooper","SEP","SEP_COOP",8
"VIC",320,"COOP","Cooper","FFP","FFP_COOP",0
"VIC",320,"COOP","Cooper","SAL","SAL_COOP",17
"VIC",320,"COOP","Cooper","ASXP","ASXP_COOP",2250
"VIC",320,"COOP","Cooper","AJP","AJP_COOP",1470
"VIC",320,"COOP","Cooper","CYC","CYC_COOP",366
"VIC",320,"COOP","Cooper","AEQ","AEQ_COOP",649
"VIC",320,"COOP","Cooper","DRF","DRF_COOP",30
"VIC",320,"COOP","Cooper","REP","REP_COOP",573
"VIC",320,"COOP","Cooper","AUP","AUP_COOP",266
"VIC",207,"CORA","Corangamite","","Informal",4317
"VIC",207,"CORA","Corangamite","IND","LAWRENCE",942
"VIC",207,"CORA","Corangamite","ALP","ALP_CORA",29831
"VIC",207,"CORA","Corangamite","LP","LP_CORA",38256
"VIC",207,"CORA","Corangamite","GRN","GRN_CORA",10588
"VIC",207,"CORA","Corangamite","FFP","FFP_CORA",1164
"VIC",207,"CORA","Corangamite","SAL","SAL_CORA",225
"VIC",207,"CORA","Corangamite","LDP","LDP_CORA",551
"VIC",207,"CORA","Corangamite","AJP","AJP_CORA",1959
"VIC",207,"CORA","Corangamite","RUA","RUA_CORA",1027
"VIC",207,"CORA","Corangamite","BTA","BTA_CORA",283
"VIC",207,"CORA","Corangamite","DRF","DRF_CORA",777
"VIC",207,"CORA","Corangamite","DHJP","DHJP_CORA",1991
"VIC",208,"CORI","Corio","","Informal",4524
"VIC",208,"CORI","Corio","IND","LAWRENCE",289
"VIC",208,"CORI","Corio","ALP","ALP_CORI",40149
"VIC",208,"CORI","Corio","LP","LP_CORI",33865
"VIC",208,"CORI","Corio","GRN","GRN_CORI",10807
"VIC",208,"CORI","Corio","FFP","FFP_CORI",416
"VIC",208,"CORI","Corio","SAL","SAL_CORI",876
"VIC",208,"CORI","Corio","LDP","LDP_CORI",161
"VIC",208,"CORI","Corio","AJP","AJP_CORI",2584
"VIC",208,"CORI","Corio","RUA","RUA_CORI",1557
"VIC",208,"CORI","Corio","BTA","BTA_CORI",855
"VIC",208,"CORI","Corio","DRF","DRF_CORI",266
"VIC",208,"CORI","Corio","DHJP","DHJP_CORI",631
"VIC",209,"DEAK","Deakin","","Informal",2983
"VIC",209,"DEAK","Deakin","IND","ROBINSON",106
"VIC",209,"DEAK","Deakin","IND","CHARLETON",312
"VIC",209,"DEAK","Deakin","IND","MAYNE",444
"VIC",209,"DEAK","Deakin","ALP","ALP_DEAK",28910
"VIC",209,"DEAK","Deakin","LP","LP_DEAK",48361
"VIC",209,"DEAK","Deakin","GRN","GRN_DEAK",10907
"VIC",209,"DEAK","Deakin","FFP","FFP_DEAK",2097
"VIC",209,"DEAK","Deakin","AJP","AJP_DEAK",2861
"VIC",209,"DEAK","Deakin","RUA","RUA_DEAK",306
"VIC",209,"DEAK","Deakin","AUC","AUC_DEAK",1693
"VIC",209,"DEAK","Deakin","VEP","VEP_DEAK",123
"VIC",210,"DUNK","Dunkley","","Informal",5821
"VIC",210,"DUNK","Dunkley","IND","TOSCANO",965
"VIC",210,"DUNK","Dunkley","ALP","ALP_DUNK",33087
"VIC",210,"DUNK","Dunkley","LP","LP_DUNK",37240
"VIC",210,"DUNK","Dunkley","GRN","GRN_DUNK",8588
"VIC",210,"DUNK","Dunkley","FFP","FFP_DUNK",1167
"VIC",210,"DUNK","Dunkley","LDP","LDP_DUNK",834
